OD matrix,,,,,,,,,,,,
Period: 2019-10-07 00:00:00 to 2019-10-10 00:00:00 ,,,,,,,,,,,,
Granularity: TAZ ,,,,,,,,,,,,
Entries: all routes; all stops,,,,,,,,,,,,
Exits: all routes; all stops,,,,,,,,,,,,
Daily period: 04:00:00 to 03:59:00 ,,,,,,,,,,,,
Days of week: working days,,,,,,,,,,,,
Card titles: all,,,,,,,,,,,,
,,,,,,,,,,,,
itaz,ftaz,volume,average_volume_per_day,volume_of_transfers,number_of_transfers,transfer_distance,transfer_time,travel_time,trust_level,,,
Penha de Franca (Penha Franca),Marvila (Infante Dom Henrique - Porto | Oeste),2,0.5,6,3.00,0.024,15.745,32.122,96.5,,,
Penha de Franca (Penha Franca),Marvila (Marechal Gomes da Costa),18,4.5,7,0.39,0.022,4.741,22.512,90.7,,,
Penha de Franca (Penha Franca),Marvila (Parque Bela Vista),17,4.3,14,0.82,0.061,18.403,28.193,98.11,,,
Penha de Franca (Penha Franca),Misericordia (Bairro Alto),13,3.3,24,1.85,0.091,28.845,45.211,90.17,,,
Penha de Franca (Penha Franca),Misericordia (Sao Paulo),778,194.5,114,0.15,0.013,6.695,15.446,96.84,,,
Penha de Franca (Penha Franca),Olivais (Alfredo Bensaude),7,1.8,8,1.14,0.097,21.012,39.618,98.71,,,
Penha de Franca (Penha Franca),Olivais (Encarnacao | Este),3,0.8,4,1.33,0.107,10.865,27.692,68,,,
Penha de Franca (Penha Franca),Olivais (Encarnacao | Oeste),1,0.3,4,4.00,0.017,24.016,37.938,100,,,
Penha de Franca (Penha Franca),Olivais (Logistica Aeroportuaria),,,,,,,,,,,
Penha de Franca (Penha Franca),Olivais (Olivais - Centro),5,1.3,7,1.40,0.040,16.309,38.728,99.67,,,
Penha de Franca (Penha Franca),Olivais (Olivais | Este),8,2.0,5,0.63,0.054,21.148,38.832,92.97,,,
Penha de Franca (Penha Franca),Olivais (Olivais | Norte),7,1.8,5,0.71,0.125,32.309,55.161,99.7,,,
Penha de Franca (Penha Franca),Olivais (Olivais | Sul),6,1.5,6,1.00,0.131,20.672,35.709,99.5,,,
Penha de Franca (Penha Franca),Olivais (Relogio),,,,,,,,,,,
Penha de Franca (Penha Franca),Parque das Nacoes (Estacao Oriente),6,1.5,18,3.00,0.124,26.165,50.389,99.72,,,
Penha de Franca (Penha Franca),Parque das Nacoes (Parque Nacoes | Norte),12,3.0,21,1.75,0.281,21.040,50.106,92.5,,,
Penha de Franca (Penha Franca),Parque das Nacoes (Parque Nacoes | Sul),3,0.8,6,2.00,0.076,14.934,36.431,100,,,
Penha de Franca (Penha Franca),Parque das Nacoes (Parque Tejo),3,0.8,3,1.00,0.118,14.728,41.632,100,,,
Penha de Franca (Penha Franca),Parque das Nacoes (Quinta Laranjeiras),6,1.5,4,0.67,0.128,21.744,54.797,98.4,,,
Penha de Franca (Penha Franca),Penha de Franca (Penha Franca),881,220.3,284,0.32,0.039,10.598,14.160,85.87,,,
Penha de Franca (Penha Franca),Penha de Franca (Sao Joao),971,242.8,252,0.26,0.016,3.816,7.616,90.71,,,
Penha de Franca (Penha Franca),Santa Clara (Ameixoeira | Norte),12,3.0,50,4.17,0.211,26.481,60.530,100,,,
Penha de Franca (Penha Franca),Santa Clara (Ameixoeira | Sul),5,1.3,8,1.60,0.089,17.203,37.593,100,,,
Penha de Franca (Penha Franca),Santa Maria Maior (Baixa),282,70.5,55,0.20,0.011,2.404,11.351,91.41,,,
Penha de Franca (Penha Franca),Santa Maria Maior (Castelo),61,15.3,90,1.48,0.063,21.107,14.568,94.7,,,
Penha de Franca (Penha Franca),Santo Antonio (Amoreiras),11,2.8,18,1.64,0.057,16.723,30.979,96.78,,,
Penha de Franca (Penha Franca),Santo Antonio (Sao Jose),90,22.5,33,0.37,0.026,5.235,15.365,94.3,,,
Penha de Franca (Penha Franca),Santo Antonio (Sao Mamede),11,2.8,16,1.45,0.624,38.502,58.561,88.84,,,
Penha de Franca (Penha Franca),Sao Domingos de Benfica (Estrada Luz | Este),12,3.0,6,0.50,0.014,7.008,16.444,100,,,
Penha de Franca (Penha Franca),Sao Domingos de Benfica (Estrada Luz | Oeste),1,0.3,3,3.00,0.000,35.743,66.159,,,,
Penha de Franca (Penha Franca),Sao Domingos de Benfica (Monsanto | Norte),,,,,,,,,,,
Penha de Franca (Penha Franca),Sao Domingos de Benfica (Sao Domingos de Benfica),11,2.8,12,1.09,0.046,17.971,44.076,100,,,
Penha de Franca (Penha Franca),Sao Domingos de Benfica (Sete Rios | Norte),13,3.3,7,0.54,0.019,6.849,17.680,95.36,,,
Penha de Franca (Penha Franca),Sao Domingos de Benfica (Sete Rios | Sul),24,6.0,16,0.67,0.053,6.357,17.554,99.67,,,
Penha de Franca (Penha Franca),Sao Vicente de Fora (Sao Vicente),982,245.5,174,0.18,0.012,4.345,9.346,95.14,,,
Penha de Franca (Sao Joao),Ajuda (Ajuda | Norte),23,5.8,7,0.30,0.021,4.625,22.040,96.68,,,
Penha de Franca (Sao Joao),Ajuda (Ajuda | Oeste),3,0.8,4,1.33,0.000,40.100,75.865,100,,,
Penha de Franca (Sao Joao),Ajuda (Ajuda | Sul),144,36.0,27,0.19,0.025,3.941,28.973,86.12,,,
Penha de Franca (Sao Joao),Ajuda (Restelo),22,5.5,19,0.86,0.049,8.253,28.707,96.56,,,
Penha de Franca (Sao Joao),Alcantara (Santo Amaro | Norte),1,0.3,3,3.00,0.000,15.450,36.587,,,,
Penha de Franca (Sao Joao),Alcantara (Santo Amaro | Oeste),,,,,,,,,,,
Penha de Franca (Sao Joao),Alcantara (Santo Amaro | Sul),257,64.3,59,0.23,0.009,3.478,19.513,98.03,,,
Penha de Franca (Sao Joao),Alvalade (Alvalade),66,16.5,31,0.47,0.036,5.641,12.465,90.13,,,
Penha de Franca (Sao Joao),Alvalade (Avenida do Brasil),30,7.5,17,0.57,0.028,6.807,14.657,97.78,,,
Penha de Franca (Sao Joao),Alvalade (Campo Grande),34,8.5,23,0.68,0.035,10.508,21.995,96.78,,,
Penha de Franca (Sao Joao),Alvalade (Cidade Universitaria),47,11.8,11,0.23,0.014,2.283,7.556,82.88,,,
Penha de Franca (Sao Joao),Alvalade (Hospital Santa Maria | Este),92,23.0,14,0.15,0.009,2.101,9.789,98.14,,,
Penha de Franca (Sao Joao),Alvalade (Hospital Santa Maria | Oeste),,,,,,,,,,,
Penha de Franca (Sao Joao),Alvalade (Roma - Areeiro | Este),79,19.8,29,0.37,0.008,18.561,6.734,94.23,,,
Penha de Franca (Sao Joao),Alvalade (Roma - Areeiro | Oeste),21,5.3,19,0.90,0.193,16.477,23.970,98.5,,,
Penha de Franca (Sao Joao),Alvalade (Sao Joao de Brito),53,13.3,57,1.08,0.075,13.548,23.087,96.08,,,
Penha de Franca (Sao Joao),Areeiro (Alto Pina),255,63.8,222,0.87,0.121,17.086,24.536,91.84,,,
Penha de Franca (Sao Joao),Areeiro (Areeiro | Norte),153,38.3,156,1.02,0.042,5.481,10.825,94.46,,,
Penha de Franca (Sao Joao),Areeiro (Areeiro | Sul),48,12.0,1,0.02,0.000,0.670,6.477,49.4,,,
Penha de Franca (Sao Joao),Arroios (Anjos),95,23.8,114,1.20,0.160,15.979,27.034,90.64,,,
Penha de Franca (Sao Joao),Arroios (Arroios | Norte),1495,373.8,100,0.07,0.011,2.286,6.471,90.92,,,
Penha de Franca (Sao Joao),Arroios (Arroios | Sul),312,78.0,129,0.41,0.032,5.638,12.316,89.18,,,
Penha de Franca (Sao Joao),Arroios (Estefania),70,17.5,27,0.39,0.085,13.194,24.634,82.95,,,
Penha de Franca (Sao Joao),Avenidas Novas (Avenidas Novas | Este),931,232.8,81,0.09,0.011,1.554,7.925,92.17,,,
Penha de Franca (Sao Joao),Avenidas Novas (Avenidas Novas | Oeste),345,86.3,15,0.04,0.011,1.140,8.708,96.42,,,
Penha de Franca (Sao Joao),Avenidas Novas (Bairro Santos | Este),3,0.8,6,2.00,0.011,36.670,50.972,83.71,,,
Penha de Franca (Sao Joao),Avenidas Novas (Bairro Santos | Oeste),,,,,,,,,,,
Penha de Franca (Sao Joao),Avenidas Novas (Campo Pequeno | Este),14,3.5,21,1.50,0.272,23.797,35.619,85.2,,,
Penha de Franca (Sao Joao),Avenidas Novas (Campo Pequeno | Oeste),36,9.0,42,1.17,0.092,16.183,25.020,91.76,,,
Penha de Franca (Sao Joao),Avenidas Novas (Parque Eduardo VII),17,4.3,35,2.06,0.295,98.441,43.960,92.32,,,
Penha de Franca (Sao Joao),Avenidas Novas (Picoas),25,6.3,25,1.00,0.126,42.960,57.031,97.48,,,
Penha de Franca (Sao Joao),Beato (Madre Deus | Norte),7,1.8,3,0.43,0.014,2.731,8.654,96.75,,,
Penha de Franca (Sao Joao),Beato (Madre Deus | Oeste),405,101.3,69,0.17,0.043,7.695,15.498,95.01,,,
Penha de Franca (Sao Joao),Beato (Madre Deus | Sul),223,55.8,82,0.37,0.022,4.372,10.774,96.98,,,
Penha de Franca (Sao Joao),Beato (Picheleira),88,22.0,68,0.77,0.065,11.329,16.476,90.15,,,
Penha de Franca (Sao Joao),Belem (Alto Duque),4,1.0,4,1.00,0.052,19.170,39.360,100,,,
Penha de Franca (Sao Joao),Belem (Belem | Este),26,6.5,10,0.38,0.077,14.149,30.836,94.5,,,
Penha de Franca (Sao Joao),Belem (Belem | Oeste),72,18.0,63,0.88,0.022,8.296,21.716,93.8,,,
Penha de Franca (Sao Joao),Belem (Ribeirinha - Belem),,,,,,,,,,,
Penha de Franca (Sao Joao),Benfica (Benfica | Norte),15,3.8,13,0.87,0.008,20.934,45.159,100,,,
Penha de Franca (Sao Joao),Benfica (Benfica | Sul),52,13.0,52,1.00,0.073,19.225,47.003,95.57,,,
Penha de Franca (Sao Joao),Benfica (Colegio Militar/Luz),18,4.5,69,3.83,0.122,25.400,47.503,96.33,,,
Penha de Franca (Sao Joao),Benfica (Monsanto | Norte),11,2.8,12,1.09,0.168,29.886,58.336,97.86,,,
Penha de Franca (Sao Joao),Campo de Ourique (Amoreiras),50,12.5,31,0.62,0.026,37.573,26.862,97.88,,,
Penha de Franca (Sao Joao),Campo de Ourique (Campo Ourique),151,37.8,96,0.64,0.010,7.159,19.738,93.41,,,
Penha de Franca (Sao Joao),Campolide (Bairro Liberdade),3,0.8,5,1.67,0.102,30.217,43.386,100,,,
Penha de Franca (Sao Joao),Campolide (Campolide),379,94.8,74,0.20,0.007,2.051,10.745,93.42,,,
Penha de Franca (Sao Joao),Campolide (Praca Espanha | Norte),4,1.0,3,0.75,0.009,13.979,25.347,98.67,,,
Penha de Franca (Sao Joao),Campolide (Praca Espanha | Sul),190,47.5,23,0.12,0.000,3.298,14.623,72.53,,,
Penha de Franca (Sao Joao),Carnide (Avenidas Novas),11,2.8,30,2.73,0.064,17.994,34.254,97.6,,,
Penha de Franca (Sao Joao),Carnide (Carnide),20,5.0,89,4.45,0.114,21.136,42.931,92.05,,,
Penha de Franca (Sao Joao),Estrela (Alcantara),108,27.0,53,0.49,0.019,5.165,19.693,94.29,,,
Penha de Franca (Sao Joao),Estrela (Estrela),206,51.5,94,0.46,0.009,3.912,12.423,97.94,,,
Penha de Franca (Sao Joao),Estrela (Lapa),13,3.3,12,0.92,0.086,21.568,31.420,98.89,,,
Penha de Franca (Sao Joao),Estrela (Ribeirinha - Belem),10,2.5,6,0.60,0.029,5.863,16.638,100,,,
Penha de Franca (Sao Joao),Fora Municipio Lisboa,102,25.5,103,1.01,0.140,56.631,51.843,96.86,,,
Penha de Franca (Sao Joao),Lumiar (Aeroporto),9,2.3,20,2.22,0.111,13.846,23.579,99.81,,,
Penha de Franca (Sao Joao),Lumiar (Lumiar | Norte),9,2.3,25,2.78,0.159,19.017,46.166,98,,,
Penha de Franca (Sao Joao),Lumiar (Lumiar | Oeste),39,9.8,64,1.64,0.109,18.514,37.864,92.25,,,
Penha de Franca (Sao Joao),Lumiar (Lumiar | Sul),,,,,,,,,,,
Penha de Franca (Sao Joao),Lumiar (Paco Lumiar),21,5.3,48,2.29,0.203,30.262,55.163,100,,,
Penha de Franca (Sao Joao),Lumiar (Parque Europa),41,10.3,68,1.66,0.113,16.855,35.086,99.78,,,
Penha de Franca (Sao Joao),Lumiar (Telheiras | Este),6,1.5,20,3.33,0.087,25.882,46.165,99.75,,,
Penha de Franca (Sao Joao),Lumiar (Telheiras | Norte),5,1.3,18,3.60,0.124,29.960,55.994,100,,,
Penha de Franca (Sao Joao),Lumiar (Telheiras | Oeste),22,5.5,36,1.64,0.000,17.693,33.291,,,,
Penha de Franca (Sao Joao),Marvila (Bairro Armador),93,23.3,36,0.39,0.061,6.748,13.304,98.8,,,
Penha de Franca (Sao Joao),Marvila (Chelas),89,22.3,61,0.69,0.019,5.967,14.255,96.01,,,
Penha de Franca (Sao Joao),Marvila (Infante Dom Henrique - Porto | Este),79,19.8,18,0.23,0.007,2.324,8.314,95.41,,,
Penha de Franca (Sao Joao),Marvila (Infante Dom Henrique - Porto | Oeste),29,7.3,25,0.86,0.008,6.461,13.369,93.63,,,
Penha de Franca (Sao Joao),Marvila (Marechal Gomes da Costa),75,18.8,22,0.29,0.000,2.348,15.064,93.47,,,
Penha de Franca (Sao Joao),Marvila (Parque Bela Vista),72,18.0,38,0.53,0.036,13.439,26.925,98.52,,,
Penha de Franca (Sao Joao),Misericordia (Bairro Alto),31,7.8,72,2.32,0.303,32.813,45.382,92.78,,,
Penha de Franca (Sao Joao),Misericordia (Sao Paulo),330,82.5,114,0.35,0.066,9.968,22.414,93.41,,,
Penha de Franca (Sao Joao),Olivais (Alfredo Bensaude),28,7.0,21,0.75,0.104,47.320,24.828,92.83,,,
Penha de Franca (Sao Joao),Olivais (Encarnacao | Este),2,0.5,5,2.50,0.019,29.245,50.626,95,,,
Penha de Franca (Sao Joao),Olivais (Encarnacao | Oeste),1,0.3,1,1.00,0.039,42.439,60.524,100,,,
Penha de Franca (Sao Joao),Olivais (Logistica Aeroportuaria),3,0.8,7,2.33,0.596,30.231,51.989,90.92,,,
Penha de Franca (Sao Joao),Olivais (Olivais - Centro),37,9.3,16,0.43,0.061,14.435,32.363,94.51,,,
Penha de Franca (Sao Joao),Olivais (Olivais | Este),,,,,,,,,,,
Penha de Franca (Sao Joao),Olivais (Olivais | Norte),3,0.8,7,2.33,0.037,18.393,41.742,89.17,,,
Penha de Franca (Sao Joao),Olivais (Olivais | Sul),12,3.0,8,0.67,0.000,5.221,16.259,99.96,,,
Penha de Franca (Sao Joao),Olivais (Relogio),,,,,,,,,,,
Penha de Franca (Sao Joao),Parque das Nacoes (Estacao Oriente),95,23.8,44,0.46,0.039,6.429,29.805,98.03,,,
Penha de Franca (Sao Joao),Parque das Nacoes (Parque Nacoes | Norte),11,2.8,26,2.36,0.073,13.970,33.485,91.17,,,
Penha de Franca (Sao Joao),Parque das Nacoes (Parque Nacoes | Sul),52,13.0,18,0.35,0.000,4.832,18.605,98.45,,,
Penha de Franca (Sao Joao),Parque das Nacoes (Parque Tejo),10,2.5,19,1.90,0.075,14.120,30.907,98.67,,,
Penha de Franca (Sao Joao),Parque das Nacoes (Quinta Laranjeiras),50,12.5,19,0.38,0.021,6.939,26.497,99.02,,,
Penha de Franca (Sao Joao),Penha de Franca (Penha Franca),439,109.8,402,0.92,0.063,25.890,25.151,95.35,,,
Penha de Franca (Sao Joao),Penha de Franca (Sao Joao),2168,542.0,1080,0.50,0.025,8.562,11.919,92.11,,,
Penha de Franca (Sao Joao),Santa Clara (Ameixoeira | Norte),18,4.5,30,1.67,0.153,26.059,61.469,98.67,,,
Penha de Franca (Sao Joao),Santa Clara (Ameixoeira | Sul),10,2.5,36,3.60,0.400,21.985,48.038,91.83,,,
Penha de Franca (Sao Joao),Santa Maria Maior (Baixa),694,173.5,161,0.23,0.007,1.669,5.638,88.77,,,
Penha de Franca (Sao Joao),Santa Maria Maior (Castelo),103,25.8,96,0.93,0.224,40.970,20.383,90.14,,,
Penha de Franca (Sao Joao),Santo Antonio (Amoreiras),114,28.5,21,0.18,0.000,1.570,9.175,94.49,,,
Penha de Franca (Sao Joao),Santo Antonio (Sao Jose),440,110.0,80,0.18,0.022,3.419,10.772,93.74,,,
Penha de Franca (Sao Joao),Santo Antonio (Sao Mamede),107,26.8,49,0.46,0.025,7.120,17.114,89.62,,,
Penha de Franca (Sao Joao),Sao Domingos de Benfica (Estrada Luz | Este),21,5.3,35,1.67,0.019,21.182,37.196,100,,,
Penha de Franca (Sao Joao),Sao Domingos de Benfica (Estrada Luz | Oeste),,,,,,,,,,,
Penha de Franca (Sao Joao),Sao Domingos de Benfica (Monsanto | Norte),,,,,,,,,,,
Penha de Franca (Sao Joao),Sao Domingos de Benfica (Sao Domingos de Benfica),26,6.5,76,2.92,0.043,21.306,43.738,99.31,,,
Penha de Franca (Sao Joao),Sao Domingos de Benfica (Sete Rios | Norte),42,10.5,61,1.45,0.055,17.121,30.407,99,,,
Penha de Franca (Sao Joao),Sao Domingos de Benfica (Sete Rios | Sul),20,5.0,46,2.30,0.048,20.392,34.834,99.31,,,
Penha de Franca (Sao Joao),Sao Vicente de Fora (Sao Vicente),334,83.5,204,0.61,0.050,9.576,13.510,96.43,,,
Santa Clara (Ameixoeira | Norte),Ajuda (Ajuda | Norte),6,1.5,18,3.00,0.073,18.574,45.911,100,,,
Santa Clara (Ameixoeira | Norte),Ajuda (Ajuda | Oeste),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Ajuda (Ajuda | Sul),9,2.3,19,2.11,0.000,32.467,66.833,,,,
Santa Clara (Ameixoeira | Norte),Ajuda (Restelo),7,1.8,19,2.71,0.087,25.015,53.939,100,,,
Santa Clara (Ameixoeira | Norte),Alcantara (Santo Amaro | Norte),3,0.8,4,1.33,0.000,21.662,53.874,,,,
Santa Clara (Ameixoeira | Norte),Alcantara (Santo Amaro | Oeste),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Alcantara (Santo Amaro | Sul),86,21.5,136,1.58,0.213,28.074,70.047,99.04,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Alvalade),216,54.0,126,0.58,0.031,8.800,18.829,93.95,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Avenida do Brasil),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Campo Grande),70,17.5,79,1.13,0.038,9.230,19.140,90.98,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Cidade Universitaria),7,1.8,11,1.57,0.021,12.573,21.564,90.65,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Hospital Santa Maria | Este),74,18.5,49,0.66,0.042,15.750,28.275,98.33,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Hospital Santa Maria | Oeste),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Roma - Areeiro | Este),56,14.0,47,0.84,0.047,10.838,26.168,94.07,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Roma - Areeiro | Oeste),1,0.3,4,4.00,0.126,44.141,61.797,100,,,
Santa Clara (Ameixoeira | Norte),Alvalade (Sao Joao de Brito),36,9.0,82,2.28,0.117,23.153,40.238,87.01,,,
Santa Clara (Ameixoeira | Norte),Areeiro (Alto Pina),18,4.5,30,1.67,0.031,20.458,36.421,98.33,,,
Santa Clara (Ameixoeira | Norte),Areeiro (Areeiro | Norte),30,7.5,48,1.60,0.135,18.536,38.727,89.74,,,
Santa Clara (Ameixoeira | Norte),Areeiro (Areeiro | Sul),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Arroios (Anjos),19,4.8,42,2.21,0.080,22.295,46.378,89.91,,,
Santa Clara (Ameixoeira | Norte),Arroios (Arroios | Norte),68,17.0,27,0.40,0.024,4.960,23.901,95.18,,,
Santa Clara (Ameixoeira | Norte),Arroios (Arroios | Sul),18,4.5,49,2.72,0.290,35.501,69.552,92.15,,,
Santa Clara (Ameixoeira | Norte),Arroios (Estefania),35,8.8,31,0.89,0.020,9.682,26.548,87.25,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Avenidas Novas | Este),15,3.8,33,2.20,0.060,8.744,22.909,92.52,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Avenidas Novas | Oeste),1,0.3,2,2.00,0.169,34.908,52.154,100,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Bairro Santos | Este),40,10.0,58,1.45,0.040,10.501,20.875,98.18,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Bairro Santos | Oeste),1,0.3,1,1.00,0.021,26.208,43.858,100,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Campo Pequeno | Este),18,4.5,43,2.39,0.054,12.847,24.672,99.53,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Campo Pequeno | Oeste),5,1.3,11,2.20,0.076,11.643,23.561,83.75,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Parque Eduardo VII),116,29.0,133,1.15,0.120,18.276,42.170,89.66,,,
Santa Clara (Ameixoeira | Norte),Avenidas Novas (Picoas),89,22.3,66,0.74,0.032,14.501,29.165,97.13,,,
Santa Clara (Ameixoeira | Norte),Beato (Madre Deus | Norte),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Beato (Madre Deus | Oeste),2,0.5,7,3.50,0.000,32.915,75.109,,,,
Santa Clara (Ameixoeira | Norte),Beato (Madre Deus | Sul),3,0.8,9,3.00,0.000,17.887,47.314,,,,
Santa Clara (Ameixoeira | Norte),Beato (Picheleira),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Belem (Alto Duque),2,0.5,3,1.50,0.000,34.139,95.901,,,,
Santa Clara (Ameixoeira | Norte),Belem (Belem | Este),5,1.3,18,3.60,0.000,17.326,47.543,,,,
Santa Clara (Ameixoeira | Norte),Belem (Belem | Oeste),8,2.0,23,2.88,0.148,23.323,47.576,99.5,,,
Santa Clara (Ameixoeira | Norte),Belem (Ribeirinha - Belem),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Benfica (Benfica | Norte),13,3.3,26,2.00,0.058,24.357,43.963,97.57,,,
Santa Clara (Ameixoeira | Norte),Benfica (Benfica | Sul),29,7.3,39,1.34,0.071,13.901,30.098,96.4,,,
Santa Clara (Ameixoeira | Norte),Benfica (Colegio Militar/Luz),200,50.0,68,0.34,0.071,11.754,31.454,96.64,,,
Santa Clara (Ameixoeira | Norte),Benfica (Monsanto | Norte),2,0.5,9,4.50,0.230,49.877,86.095,89.5,,,
Santa Clara (Ameixoeira | Norte),Campo de Ourique (Amoreiras),7,1.8,24,3.43,0.412,21.373,51.423,88.67,,,
Santa Clara (Ameixoeira | Norte),Campo de Ourique (Campo Ourique),17,4.3,68,4.00,0.445,27.222,61.846,94.68,,,
Santa Clara (Ameixoeira | Norte),Campolide (Bairro Liberdade),1,0.3,2,2.00,0.000,24.696,56.975,,,,
Santa Clara (Ameixoeira | Norte),Campolide (Campolide),65,16.3,119,1.83,0.050,18.059,40.482,93.63,,,
Santa Clara (Ameixoeira | Norte),Campolide (Praca Espanha | Norte),4,1.0,9,2.25,0.022,24.744,49.732,99.71,,,
Santa Clara (Ameixoeira | Norte),Campolide (Praca Espanha | Sul),5,1.3,5,1.00,0.096,19.215,34.106,100,,,
Santa Clara (Ameixoeira | Norte),Carnide (Avenidas Novas),133,33.3,71,0.53,0.042,7.040,15.458,97.91,,,
Santa Clara (Ameixoeira | Norte),Carnide (Carnide),107,26.8,81,0.76,0.069,25.653,19.170,95.6,,,
Santa Clara (Ameixoeira | Norte),Estrela (Alcantara),15,3.8,31,2.07,0.100,23.428,59.849,99.6,,,
Santa Clara (Ameixoeira | Norte),Estrela (Estrela),36,9.0,64,1.78,0.092,16.191,36.852,100,,,
Santa Clara (Ameixoeira | Norte),Estrela (Lapa),13,3.3,25,1.92,0.128,24.447,55.845,100,,,
Santa Clara (Ameixoeira | Norte),Estrela (Ribeirinha - Belem),6,1.5,9,1.50,0.000,16.791,53.472,,,,
Santa Clara (Ameixoeira | Norte),Fora Municipio Lisboa,172,43.0,181,1.05,0.038,10.455,23.386,95.8,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Aeroporto),14,3.5,23,1.64,0.093,22.817,34.533,96.86,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Lumiar | Norte),321,80.3,72,0.22,0.007,1.670,6.298,94.99,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Lumiar | Oeste),1733,433.3,173,0.10,0.013,3.124,11.388,98.46,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Lumiar | Sul),114,28.5,23,0.20,0.000,4.781,14.473,98.35,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Paco Lumiar),292,73.0,159,0.54,0.047,6.634,10.991,92.35,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Parque Europa),46,11.5,45,0.98,0.008,6.263,16.215,93.04,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Telheiras | Este),938,234.5,107,0.11,0.013,3.298,14.497,97.35,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Telheiras | Norte),15,3.8,17,1.13,0.121,22.720,34.584,96.51,,,
Santa Clara (Ameixoeira | Norte),Lumiar (Telheiras | Oeste),44,11.0,87,1.98,0.065,16.982,28.183,96.33,,,
Santa Clara (Ameixoeira | Norte),Marvila (Bairro Armador),4,1.0,5,1.25,0.000,21.073,44.935,100,,,
Santa Clara (Ameixoeira | Norte),Marvila (Chelas),12,3.0,40,3.33,0.355,33.167,66.270,89.89,,,
Santa Clara (Ameixoeira | Norte),Marvila (Infante Dom Henrique - Porto | Este),2,0.5,6,3.00,0.105,37.217,71.965,100,,,
Santa Clara (Ameixoeira | Norte),Marvila (Infante Dom Henrique - Porto | Oeste),4,1.0,10,2.50,0.000,19.170,53.883,,,,
Santa Clara (Ameixoeira | Norte),Marvila (Marechal Gomes da Costa),35,8.8,37,1.06,0.228,24.153,42.572,94.61,,,
Santa Clara (Ameixoeira | Norte),Marvila (Parque Bela Vista),13,3.3,26,2.00,0.186,37.678,57.348,94.2,,,
Santa Clara (Ameixoeira | Norte),Misericordia (Bairro Alto),5,1.3,12,2.40,0.899,23.908,58.504,82,,,
Santa Clara (Ameixoeira | Norte),Misericordia (Sao Paulo),77,19.3,118,1.53,0.071,17.734,42.332,98.56,,,
Santa Clara (Ameixoeira | Norte),Olivais (Alfredo Bensaude),14,3.5,21,1.50,0.046,21.690,41.352,96.35,,,
Santa Clara (Ameixoeira | Norte),Olivais (Encarnacao | Este),2,0.5,5,2.50,0.076,28.513,45.114,84.78,,,
Santa Clara (Ameixoeira | Norte),Olivais (Encarnacao | Oeste),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Olivais (Logistica Aeroportuaria),1,0.3,3,3.00,0.000,22.903,44.109,,,,
Santa Clara (Ameixoeira | Norte),Olivais (Olivais - Centro),4,1.0,13,3.25,0.052,59.699,92.040,93.73,,,
Santa Clara (Ameixoeira | Norte),Olivais (Olivais | Este),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Olivais (Olivais | Norte),4,1.0,7,1.75,0.192,23.865,44.804,98.11,,,
Santa Clara (Ameixoeira | Norte),Olivais (Olivais | Sul),1,0.3,3,3.00,0.000,21.072,60.684,,,,
Santa Clara (Ameixoeira | Norte),Olivais (Relogio),,,,,,,,,,,
Santa Clara (Ameixoeira | Norte),Parque das Nacoes (Estacao Oriente),34,8.5,55,1.62,0.317,32.631,58.007,95.02,,,
Santa Clara (Ameixoeira | Norte),Parque das Nacoes (Parque Nacoes | Norte),7,1.8,18,2.57,0.572,36.206,74.916,86.93,,,
Santa Clara (Ameixoeira | Norte),Parque das Nacoes (Parque Nacoes | Sul),1,0.3,5,5.00,0.000,24.876,71.186,,,,
